,P1,0.23562407607900782,,,,P2,0.23515329886099365,,,,P3,0.23515329886099365,,,,P4,0.2352221837550784,,,,P5,0.02942357122196327,,,,P6,0.02942357122196327,,,,VOA
sensor conf.,delta,confidence of g,delta*,advantage,confidence of g*,delta,confidence of g,delta*,advantage,confidence of g*,delta,confidence of g,delta*,advantage,confidence of g*,delta,confidence of g,delta*,advantage,confidence of g*,delta,confidence of g,delta*,advantage,confidence of g*,delta,confidence of g,delta*,advantage,confidence of g*
deterministic_similarity: x0,0.0,-0.07870130407325457,0.0,0,0.04795544707194013,0.0,-0.0785893107462593,0.0,0,0.02198704684884717,0.0,-0.013142358624819439,0.0,-0.0,-0.013142358624819439,0.30000000000000004,0.06428320566405299,1.0,1.0,0.08189786125582849,0.0,-0.012661109723300756,0.0,0,0.008070722168309369,0.0,0.06428320566405299,0.0,0,-0.026941094514847164,0.07056665512652353
deterministic_similarity: x1,0.0,-0.07870130407325457,0.0,0,0.04795544707194013,0.0,-0.0785893107462593,0.0,0,0.02198704684884717,-0.38,0.06428320566405299,-0.38,2.0,-0.009524207151325348,0.30000000000000004,0.06428320566405299,1.0,1.0,0.08189786125582849,0.0,-0.0785893107462593,0.0,0,-0.04958335014848286,0.0,-0.012661109723300756,0.0,0,-0.006429369964393611,0.07056665512652353
deterministic_similarity: x2,0.0,-0.07870130407325457,0.0,0,0.04795544707194013,0.0,-0.0785893107462593,0.0,0,0.02198704684884717,0.0,-0.013142358624819439,0.0,-0.0,-0.013142358624819439,0.30000000000000004,0.06428320566405299,1.0,1.0,0.08189786125582849,0.0,-0.012661109723300756,0.0,0,0.008070722168309369,0.0,-0.013142358624819439,0.0,0,0.0003081146568675308,0.07056665512652353
deterministic_similarity: x3,0.0,-0.07870130407325457,0.0,0,0.04795544707194013,0.0,-0.012661109723300756,0.0,0,-0.006429369964393611,-0.38,0.06428320566405299,-0.38,2.0,-0.009524207151325348,0.30000000000000004,0.06428320566405299,1.0,1.0,0.08189786125582849,0.0,-0.012661109723300756,0.0,0,0.008070722168309369,0.0,-0.013142358624819439,0.0,0,0.0003081146568675308,0.07056665512652353
norm_similarity: x0,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.0,-0.0558895039842808,0.0,0,0.01598819127243989,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.07056665512652353
norm_similarity: x1,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.07056665512652353
norm_similarity: x2,0.0,-0.03799489971481154,0.0,0,0.016472728636942657,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.07056665512652353
norm_similarity: x3,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0,2.7755575615628914e-17,0.07056665512652353
gaussian_similarity: x0,0.0,-0.07870130407325457,0.0,0,0.04795544707194013,0.0,-0.05091080811477261,0.0,0,0.0142433915312771,0.0,-0.013142358624819439,0.0,-0.0,-0.013142358624819439,0.30000000000000004,0.06428320566405299,1.0,1.0,0.08189786125582849,0.0,-0.012661109723300756,0.0,0,0.008070722168309369,0.0,0.06428320566405299,0.0,0,-0.026941094514847164,0.19534384446043457
gaussian_similarity: x1,0.0,-0.07870130407325457,0.0,0,0.04795544707194013,0.0,-0.0785893107462593,0.0,0,0.02198704684884717,-0.38,0.06428320566405299,-0.38,2.0,-0.009524207151325348,0.30000000000000004,0.06428320566405299,1.0,1.0,0.08189786125582849,0.0,-0.0785893107462593,0.0,0,-0.04958335014848286,0.0,-0.012661109723300756,0.0,0,-0.006429369964393611,0.19534384446043457
gaussian_similarity: x2,0.0,-0.0038617860710207785,0.0,0,0.002352979185859805,0.0,-0.0785893107462593,0.0,0,0.02198704684884717,0.0,-0.013142358624819439,0.0,-0.0,-0.013142358624819439,0.30000000000000004,0.06428320566405299,1.0,1.0,0.08189786125582849,0.0,-0.012661109723300756,0.0,0,0.008070722168309369,0.0,-0.013142358624819439,0.0,0,0.0003081146568675308,0.19534384446043457
gaussian_similarity: x3,0.0,-0.07870130407325457,0.0,0,0.04795544707194013,0.0,-0.012661109723300756,0.0,0,-0.006429369964393611,-0.38,0.06428320566405299,-0.38,2.0,-0.009524207151325348,0.30000000000000004,0.06428320566405299,1.0,1.0,0.08189786125582849,0.0,-0.012661109723300756,0.0,0,0.008070722168309369,0.0,-0.013142358624819439,0.0,0,0.0003081146568675308,0.19534384446043457
